31,47,-5.83,d
31,50,-3.99,d
32,53,-3.61,o
33,53,-4.98,d
34,53,-4.89,d
34,51,-4.67,d
35,53,-3.89,d
35,51,-3.14,s
36,56,-4.98,d
37,47,-3.24,h
